City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
484,Gvarv,NO,44.28,light rain,59.3875,9.1737,"Norsjø Hotell, Telemark"
486,Alyangula,AU,81.61,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
487,Cooma,AU,53.78,overcast clouds,-36.2333,149.1333,High Country Motel
488,Teguise,ES,64.62,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
490,Novo Aripuana,BR,81.32,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
491,Ryotsu,JP,36.77,overcast clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
496,Mount Isa,AU,71.37,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
498,Salalah,OM,75.29,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
499,Moree,AU,62.62,clear sky,-29.4667,149.85,Molika Springs Motel
500,Mayumba,GA,79.07,overcast clouds,-3.432,10.6554,LIKWALE LODGE
501,Port Moresby,PG,76.42,few clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
505,Plettenberg Bay,ZA,68.14,scattered clouds,-34.0527,23.3716,Thanda Vista B&B
506,Grand-Santi,GF,84.33,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
508,Margate,GB,48.31,light rain,51.3813,1.3862,Premier Inn Margate hotel
510,Kismayo,SO,77.61,broken clouds,-0.3582,42.5454,Agan-Hotel
511,Raudeberg,NO,41.67,light rain,61.9875,5.1352,Nordre Silda.
512,Santa Cruz,BO,83.66,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
514,Te Anau,NZ,42.85,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
517,Kupang,ID,77.4,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
519,Roald,NO,43.16,broken clouds,62.5833,6.1333,Flem Cabins
521,Koumac,NC,78.8,overcast clouds,-20.5667,164.2833,Le Monitel
522,Atocha,BO,58.59,broken clouds,-20.9333,-66.2333,ALOJAMIENTO RESTAURANT BARQUITO
523,Nago,JP,66.27,light rain,26.5881,127.9761,Hotel Yugaf Inn Okinawa
524,Santa Maria,BR,79.9,scattered clouds,-29.6842,-53.8069,Hotel Morotin
529,Kalemie,CD,69.51,light rain,-5.9475,29.1947,Mahobilali
530,Ketchikan,US,42.78,light rain,55.3422,-131.6461,Snow's Cove Lodge
531,Pasighat,IN,54.09,clear sky,28.0667,95.3333,Siang Guest House
533,Mount Gambier,AU,59.23,broken clouds,-37.8333,140.7667,The Commodore
534,Ampanihy,MG,76.28,clear sky,-24.7,44.75,Angora Hotel
535,Quimper,FR,54.61,light intensity drizzle rain,48.0,-4.1,Hôtel Escale Oceania Quimper
537,Winfield,US,46.02,clear sky,37.2398,-96.9956,Sonner Motor Inn
538,Linares,CL,90.28,scattered clouds,-35.85,-71.6,Hotel Real
541,Clifton Springs,AU,67.91,broken clouds,-38.15,144.5667,Drysdale House Bed & Breakfast
542,Palu,ID,75.54,light rain,-0.8917,119.8707,Hotel Santika Palu
543,Plouzane,FR,48.52,light rain,48.3833,-4.6167,Lymina
545,Kamalpur,IN,55.63,clear sky,24.2,91.8333,Sagar Guest House. সাগর গেস্ট হাউস
546,Pradopolis,BR,87.98,broken clouds,-21.3594,-48.0656,Palace Hotel - Pradópolis
547,Cururupu,BR,84.36,moderate rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
550,Linguere,SN,91.62,clear sky,15.3953,-15.1193,AYO Casablanca
551,Fort Wellington,GY,81.84,broken clouds,6.4,-57.6,TE'AMO Entertainment Park
552,North Bend,US,42.71,mist,43.4065,-124.2243,Red Lion Hotel Coos Bay
553,Tabuk,PH,70.27,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
556,Cap Malheureux,MU,81.46,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
557,Saint-Pierre,RE,80.28,broken clouds,-21.3393,55.4781,Lindsey Hôtel
558,Calais,FR,53.62,overcast clouds,50.9167,1.8333,Logis Hôtel Cottage
559,Souillac,MU,81.36,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
560,Shache,CN,37.04,clear sky,38.4167,77.2406,Delong Hotel
561,Medicine Hat,CA,44.31,broken clouds,50.0501,-110.6683,Sun Dek Motel
562,Preston,GB,51.33,overcast clouds,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resorts
563,Repalle,IN,70.95,few clouds,16.0167,80.85,Ekart office
564,Wronki,PL,38.28,clear sky,52.7105,16.3804,Hotel Olympic
569,Yarada,IN,70.12,haze,17.65,83.2667,Yarada Jungle Beach Resorts
571,Mazamari,PE,81.19,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
573,Harper,LR,81.05,overcast clouds,4.375,-7.7169,Screensaver
574,Illapel,CL,80.29,clear sky,-31.6308,-71.1653,Hotel Londres
575,Buchanan,LR,85.96,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
576,Marsh Harbour,BS,76.64,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
579,Hualmay,PE,76.8,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
580,Kaeo,NZ,59.32,clear sky,-35.1,173.7833,Bushido Lodge
581,Bodden Town,KY,82.98,broken clouds,19.2833,-81.25,Will T Place
583,Antequera,ES,53.1,broken clouds,37.0194,-4.5612,Convento de la Magdalena
584,Junin,AR,81.07,clear sky,-34.5838,-60.9433,Hotel Central
585,San Rafael,AR,85.8,clear sky,-34.6177,-68.3301,Hotel San Rafael
586,Wewak,PG,78.37,broken clouds,-3.5534,143.6268,In Wewak Boutique Hotel
587,Boysun,UZ,36.03,scattered clouds,38.2061,67.1986,Gaza Hotel
588,La Montanita,CO,93.69,broken clouds,1.4766,-75.4398,Casa Materna La Montañita
590,Rio De Janeiro,BR,85.95,few clouds,-22.9028,-43.2075,Hotel Málaga
591,Ilorin,NG,92.7,broken clouds,8.5,4.55,Ayala Suite Annex
592,Yichang,CN,43.66,broken clouds,30.7144,111.2847,Gezhouba Hotel
593,Tsukumi,JP,44.29,overcast clouds,33.0706,131.8572,Hotel AZ Oita Tsukumi
594,Semnan,IR,43.14,clear sky,35.5729,53.3971,Semnan Tourist Hotel
595,Mecca,SA,77.52,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
597,Stephenville,US,60.76,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
598,Vina Del Mar,CL,71.08,broken clouds,-33.0246,-71.5518,Gala Hotel y Centro de Eventos
599,North Platte,US,48.99,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
601,Pedernales,DO,83.91,clear sky,18.0384,-71.744,Hotel Costa Marina
602,Solsona,ES,49.24,overcast clouds,41.994,1.5171,Hotel Sant Roc
605,Pochutla,MX,91.22,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
606,Udayagiri,IN,54.91,clear sky,20.1333,84.3833,Hotel Disha
607,Basco,PH,77.74,broken clouds,20.4487,121.9702,Nathaniel's Lodge
608,Camalu,MX,84.42,broken clouds,30.85,-116.0667,La Cueva del Pirata
612,Ilave,PE,54.57,overcast clouds,-16.0833,-69.6667,Hostal Magestad
613,Botngard,NO,37.22,broken clouds,63.7653,9.8111,Bjugn Hotell AS
614,Culiacan,MX,80.64,overcast clouds,24.7994,-107.3897,Ramada by Wyndham Hola Culiacan
616,Dabhol,IN,70.84,clear sky,17.6,73.1667,Ashwamedh Resort
619,Reconquista,AR,86.52,clear sky,-29.15,-59.65,Grand Hotel
621,Benguela,AO,78.26,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
622,Coxim,BR,90.97,overcast clouds,-18.5067,-54.76,Hotel Avenida
624,Chabahar,IR,71.65,broken clouds,25.2919,60.643,هتل گدروشیا
625,Rio Gallegos,AR,59.05,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
626,Coihaique,CL,81.21,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
627,Aloleng,PH,78.4,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
628,Diamantino,BR,81.68,moderate rain,-14.4086,-56.4461,Hotel Delta
629,Samarai,PG,80.08,scattered clouds,-10.6167,150.6667,Nuli Sapi
632,Champerico,GT,93.76,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
633,Puerto Penasco,MX,70.12,scattered clouds,31.3167,-113.5333,Playa Bonita Resort
634,Coquimbo,CL,69.13,few clouds,-29.9533,-71.3436,Hostel Del Puerto
635,Maceio,BR,89.04,scattered clouds,-9.6658,-35.7353,Poutur Pousada
637,Antsohihy,MG,75.24,light rain,-14.8796,47.9875,Hotel de Ville
638,Ambilobe,MG,73.53,moderate rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
640,Methoni,GR,56.21,clear sky,36.8197,21.7049,Methoni Beach Hotel
641,Sharjah,AE,70.25,few clouds,25.3573,55.4033,Swiss Belhotel Sharjah
642,Calvinia,ZA,74.41,light rain,-31.4707,19.776,Die Lemoenhuis
644,Bambanglipuro,ID,62.6,heavy intensity rain,-7.95,110.2833,Puri Brata
645,Galveston,US,57.22,clear sky,29.3669,-94.9669,Crystal Suites
647,Pleasanton,US,69.93,scattered clouds,37.6624,-121.8747,Four Points by Sheraton Pleasanton
649,Asind,IN,59.76,clear sky,25.7333,74.3333,"HOTEL JIYA PALACE, ASIND"
652,Port-Gentil,GA,76.96,few clouds,-0.7193,8.7815,Fengshui Residence
653,Barpali,IN,63.16,clear sky,21.2,83.5833,GREEN HOUSE LODGE
655,Aswan,EG,70.9,clear sky,24.0934,32.907,Nuba Nile
656,Trelew,AR,95.94,clear sky,-43.249,-65.3051,Hotel Touring Club
657,Hobyo,SO,77.2,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
658,San Cristobal,VE,80.78,broken clouds,7.7669,-72.225,Posada Villaven C.A.
659,Buraydah,SA,55.85,clear sky,26.326,43.975,فندق راحة السلام
660,Peniche,PT,57.61,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
661,Concepcion Del Uruguay,AR,77.83,clear sky,-32.4825,-58.2372,Aires del Campo Cabañas y Hotel
663,Englewood,US,54.23,few clouds,39.6478,-104.9878,Holiday Motel
664,San Andres,CO,86.02,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
667,Kudahuvadhoo,MV,81.88,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
668,Puerto Colombia,CO,89.69,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
669,Bushehr,IR,62.69,clear sky,28.9684,50.8385,Yas Hostel
670,Castelo Do Piaui,BR,87.48,broken clouds,-5.3222,-41.5525,Nobre Hotel
674,Gioia Tauro,IT,56.34,scattered clouds,38.424,15.899,Hotel le Palme
675,Barcelos,PT,53.85,broken clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
676,Kimbe,PG,75.74,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
677,Rio Verde De Mato Grosso,BR,89.94,broken clouds,-18.9181,-54.8442,Quedas Palace Hotel
678,Dubbo,AU,60.93,broken clouds,-32.25,148.6167,Quality Inn Dubbo International
681,Port Hardy,CA,42.76,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
683,Maldonado,UY,69.19,clear sky,-34.6667,-54.9167,La Cimarrona
684,Pacific Grove,US,74.3,clear sky,36.6177,-121.9166,Lovers Point Inn
685,Mitsamiouli,KM,80.96,light rain,-11.3847,43.2844,Foyer ADM
686,Morondava,MG,80.53,moderate rain,-20.2833,44.2833,La Case Bambou
687,Pak Phanang,TH,79.54,broken clouds,8.3511,100.202,Green Park Inn Hotel
688,Cayey,PR,78.44,few clouds,18.1119,-66.166,Fernando Lugo urbina
689,Zunyi,CN,37.47,scattered clouds,27.6867,106.9072,Bishiluo Hostel
691,Bend,US,55.45,clear sky,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
693,Luangwa,ZM,74.77,overcast clouds,-15.6167,30.4167,Gerasimos Safari Lodge
694,Cedar City,US,55.4,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
698,Farafangana,MG,76.57,clear sky,-22.8167,47.8333,Miarina
699,Hoquiam,US,53.92,clear sky,46.9809,-123.8893,Econo Lodge Inn & Suites
700,Aquiraz,BR,86.09,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
701,Alice Springs,AU,63.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
702,Cleburne,US,61.66,clear sky,32.3476,-97.3867,"Holiday Inn Express & Suites Cleburne, an IHG Hotel"
703,Shimoda,JP,37.11,light rain,34.6667,138.95,Shimoda Tokyu Hotel
704,Cheney,US,41.77,few clouds,47.4874,-117.5758,"Holiday Inn Express & Suites Cheney, an IHG Hotel"
705,Kavaratti,IN,80.94,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
707,Awbari,LY,59.81,broken clouds,26.5921,12.7805,فندق أوباري
